mid,smiles,ref_smiles,IsValid,QED,SAs,GSK3,IsNovel,IsSuccess
1,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1,0,True,0.77,2.29,0.73,True,True
2,Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)nn2CCCO,0,True,0.55,2.25,0.66,True,True
3,COc1ccc(Nc2nccc(Nc3c(F)cc(F)cc3F)n2)c(OC)c1,0,True,0.66,2.33,0.51,True,True
4,C=CCn1c(=O)c2cnc(Nc3ccc4c(c3)CCNC4)nc2n1-c1cnc(C(C)(C)C)s1,0,True,0.44,3.35,0.53,True,True
5,CCCCNc1nccc(-c2cn(Cc3ccccc3F)c3ncccc23)n1,0,True,0.47,2.39,0.55,True,True
6,CNc1nc(Nc2ccc(C3CCC(=O)NC3)cc2OC)ncc1C(=O)NCC(F)(F)F,0,True,0.51,3.23,0.57,True,True
7,CN(C)Cc1cncc(-c2ccc3[nH]nc(C(=O)Nc4ccnc(N5CCOCC5)c4)c3c2)c1,0,True,0.46,2.67,0.53,True,True
8,NC(=O)C(CCN1CCN(c2cccc(Cl)c2Cl)CC1)Nc1nccc(-c2ccccc2)n1,0,True,0.5,2.87,0.47,True,False
9,CC(Oc1ccccc1)c1nnc2cc(-c3ccnc(NC4CCOCC4)n3)cnn12,0,True,0.51,3.18,0.57,True,True
10,CC(=O)N1CCC(Nc2cc(NCc3c(F)cccc3F)n3ncc(Br)c3n2)C1,0,True,0.6,3.2,0.35,True,False
11,O=c1ccc2cnc(Nc3ccc(N4CCC(O)CC4)cc3)nc2n1C1CCCC1,0,True,0.69,2.48,0.64,False,True
12,Nc1ncnc2c1c(C(=O)c1cccc(Oc3ccccc3)c1)cn2C1C=CC(N)=CC1,0,True,0.46,3.33,0.58,True,True
13,COc1cc(-c2cn(CC3(N)CCC3)c3ncnc(N)c23)ccc1NC(=O)c1ccc(C(C)(C)C)o1,0,True,0.36,3.05,0.6,True,True
14,CCCCNc1ccc(Nc2ncc(C#N)c(NC(C)c3ccccc3)n2)cc1,0,True,0.42,2.69,0.57,True,True
15,CCOc1cccc(-c2c(Cl)[nH]c3ncccc23)c1,0,True,0.77,2.25,0.4,True,False
16,Nc1ncnc2c1c(-c1ccc(NS(=O)(=O)c3ccccc3)c(F)c1)nn2CC1CCCO1,0,True,0.45,2.99,0.59,True,True
17,NC1CCC(n2nc(C3=C(O)C(=O)NC3=O)c3c(N)ncnc32)CC1,0,True,0.54,3.06,0.64,True,True
18,Nc1ncc(-c2cccc(C3CCNCC3)c2)nc1C(=O)Nc1cn[nH]c1,0,True,0.56,2.7,0.47,True,False
19,O=C(O)C1(Nc2ncc3c(n2)C2=C(CCCC2)NC3=O)CCCC1,0,True,0.8,2.96,0.36,True,False
20,CNC(=O)c1c(C)oc2cc(Oc3ccnc(Nc4ccc(F)c(Cl)c4)n3)ccc12,0,True,0.45,2.51,0.53,True,True
21,CC(=O)N1CCc2ccc(Nc3ncc(C(N)=O)c(NC4CCCC4)n3)cc2C1,0,True,0.72,2.48,0.64,True,True
22,CN1C(=O)COc2ccc(-c3ccnc(Nc4cccc(C(=O)N5CCCC(CN)C5)c4)n3)cc21,0,True,0.59,3.04,0.74,True,True
23,NC(=O)c1cnc(NC2CCCCC2N)nc1Nc1cccc(-c2ncco2)c1,0,True,0.5,3.39,0.6,False,True
24,COC(C(=O)N1CCN(c2ccccc2)CC1)c1ccc(Nc2nc(N)c(C(=O)c3c(F)cccc3F)s2)cc1,0,True,0.29,3.1,0.64,True,True
25,CNC(=O)c1cc(-c2cnc(Nc3cc(C(N)=O)cc(C(F)(F)F)c3)nc2-n2ccc(C(F)(F)F)n2)ccn1,0,True,0.31,3.01,0.56,True,True
26,N#CC1CCCC1Cn1cc(-c2ncnc3[nH]ccc23)cn1,0,True,0.8,3.74,0.6,True,True
27,CCn1c(=O)c(-c2cccc3cnc(C)nc23)cc2cnc(NC3CCC(C(=O)N4CC(C)OC(C)C4)CC3)nc21,0,True,0.39,3.75,0.29,True,False
28,CC(C)(C)C(O)C(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,0,True,0.51,2.85,0.79,False,True
29,CCC(C)C=C(C)Nc1ccnc(-c2c[nH]c3ncncc23)n1,0,True,0.75,3.54,0.55,True,True
30,COc1cc(Nc2ncnc3[nH]ccc23)ccc1Cl,0,True,0.77,2.21,0.56,True,True
31,O=c1cc(-c2ccncc2)nc2n1CCCN2c1ccc(Cl)cc1,0,True,0.72,2.28,0.42,True,False
32,COc1ccc(-c2cc3c(-c4cccc(N)c4)ncnc3[nH]2)cc1,0,True,0.56,2.26,0.42,True,False
33,Cc1cc(O)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,0,True,0.48,2.46,0.6,True,True
34,N#CCC(C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1,0,True,0.8,3.4,0.76,False,True
35,CC(Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1)c1ccccc1,0,True,0.43,3.0,0.8,True,True
