"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL549870";"";"None";"403.54";"0";"4.01";"6i";"CCCCc1ccc(CN(Cc2cccc(CCC(=O)O)c2)S(C)(=O)=O)cc1";"IC50";"'='";"270.0";"nM";"6.57";"";"";"UO_0000065";"16.28";"0.32";"2.56";"8.80";"0";"CHEMBL1026915";"Inhibition of rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1158403";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL549530";"";"None";"500.06";"2";"6.05";"7d";"CC(C)(C)c1ccc(CN(Cc2cccc(CCC(=O)O)c2)S(=O)(=O)c2ccc(Cl)cc2)cc1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1026915";"Inhibition of rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1158403";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL208510";"";"None";"445.48";"0";"4.29";"21a";"O=C(O)CCCCCCN1C(=O)CC[C@@H]1CC[C@@H](O)Cc1cccc(OC(F)(F)F)c1";"IC50";"'>'";"3200.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL425243";"";"None";"435.97";"0";"4.41";"12c";"O=C(O)c1ccc(CCCN2C(=O)CC[C@@H]2CCC(O)Cc2ccc(Cl)cc2)s1";"IC50";"'='";"86.0";"nM";"7.07";"";"";"UO_0000065";"16.21";"0.33";"2.66";"9.08";"0";"CHEMBL869624";"Binding affinity to rat EP2 receptor expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1146126";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"CHEMBL3307715";"";""
"CHEMBL3586360";"";"None";"423.88";"0";"4.51";"52";"O=c1cc(CN2CCOc3c(Cl)cc(-n4ccc5cc(F)ccc54)cc3C2)cc[nH]1";"IC50";"'='";"10.0";"nM";"8.00";"";"";"UO_0000065";"18.87";"0.36";"3.49";"15.92";"0";"CHEMBL3588429";"Displacement of [3H]-PGE2 from rat EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL3586309";"";"None";"402.52";"1";"5.37";"1";"COc1cc(-c2csc3ccccc23)cc2c1OCCN(Cc1cccnc1)C2";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"17.39";"0.33";"1.63";"20.24";"0";"CHEMBL3588429";"Displacement of [3H]-PGE2 from rat EP2 receptor overexpressed in human ECV304 cell membranes by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"ECV-304";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL3585259";"1";"Scientific Literature";"J Med Chem";"2015";"CHEMBL3307513";"";""
"CHEMBL562291";"";"None";"411.56";"0";"4.25";"3c";"CCCCCC(=O)c1ccc(CN(CCCCCCC(=O)O)S(C)(=O)=O)cc1";"EC50";"'='";"887.0";"nM";"6.05";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1027714";"Agonist activity against rat EP2 receptor expressed in HEK293 cells assessed as stimulation of cAMP release";"F";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1158403";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL553468";"";"None";"369.53";"0";"3.78";"3g";"CC(C)(C)c1ccc(CN(CCCCCCC(=O)O)S(C)(=O)=O)cc1";"EC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL1027714";"Agonist activity against rat EP2 receptor expressed in HEK293 cells assessed as stimulation of cAMP release";"F";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"HEK293";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL1158403";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"CHEMBL3307715";"";""
"CHEMBL2036324";"";"None";"551.72";"2";"5.36";"4k";"O=C(O)c1csc(SCCN2C(=O)CC[C@@H]2/C=C/[C@@H](O)Cc2cccc(-c3nc4ccccc4s3)c2)n1";"EC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038101";"Agonist activity at rat EP2 receptor expressed in CHO cells assessed as cAMP production after 10 mins by radioimmunoassay";"F";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"CHO";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL2034814";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
"CHEMBL2036320";"";"None";"522.69";"2";"5.37";"4f";"Cc1ccc(-c2cccc(C[C@H](O)/C=C/[C@H]3CCC(=O)N3CCSc3nc(C(=O)O)cs3)c2)c(C)c1";"EC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL2038101";"Agonist activity at rat EP2 receptor expressed in CHO cells assessed as cAMP production after 10 mins by radioimmunoassay";"F";"BAO_0000219";"cell-based format";"Rattus norvegicus";"None";"None";"CHO";"None";"";"";"";"CHEMBL4909";"Prostanoid EP2 receptor";"Rattus norvegicus";"SINGLE PROTEIN";"CHEMBL2034814";"1";"Scientific Literature";"Bioorg Med Chem";"2012";"CHEMBL3308072";"";""
